timestamp,open,high,low,close,volume
2023-09-29,380.0,382.58,375.35,377.6,4205298
2023-09-28,375.6,378.96,371.1,376.36,4369906
2023-09-27,382.4,384.223,376.25,377.59,3843521
2023-09-26,382.88,384.56,377.355,379.25,4089392
2023-09-25,382.9,386.62,380.81,384.8,3757278
2023-09-22,385.0,386.88,378.36,379.81,3699796
2023-09-21,386.5,395.8999,383.42,384.15,5556388
2023-09-20,397.05,397.985,386.12,386.3,3866619
2023-09-19,392.84,398.23,390.245,396.2,4080054
2023-09-18,395.5,399.465,392.6,394.4,4704706
2023-09-15,401.0,404.6997,395.03,396.94,9116745
2023-09-14,410.4,411.39,400.0,400.49,10709043
2023-09-13,435.5,438.4,410.69,412.24,11843027
2023-09-12,442.85,445.4399,434.12,434.69,3124024
2023-09-11,443.07,449.89,442.75,445.36,2913767
2023-09-08,443.56,446.81,438.85,442.8,2704353
2023-09-07,441.15,444.6,436.7,443.14,2922676
2023-09-06,448.61,451.39,440.49,445.76,3862274
2023-09-05,438.39,453.45,438.0,448.68,6155865
2023-09-01,437.725,445.5,435.93,439.88,4793379
2023-08-31,431.23,437.15,431.23,433.68,3802954
2023-08-30,430.85,438.16,428.35,434.67,3625380
2023-08-29,416.0,432.17,414.5,429.99,4486703
2023-08-28,418.04,419.83,413.27,418.06,2928613
2023-08-25,412.0,419.25,407.5641,416.03,5390933
2023-08-24,425.41,427.59,406.165,406.93,5687799
2023-08-23,418.4,437.02,417.71,427.55,8174732
2023-08-22,409.0,415.74,407.4,413.17,3603273
2023-08-21,402.23,409.61,399.5,408.29,3861579
2023-08-18,399.33,406.52,398.15,404.53,4312196
2023-08-17,415.0,415.24,401.5818,403.0,6031469
2023-08-16,423.73,424.51,415.25,415.45,3967021
2023-08-15,424.41,429.12,421.04,423.7,3367998
2023-08-14,421.99,428.845,418.78,427.78,3965963
2023-08-11,428.98,430.6317,421.3277,421.66,3927914
2023-08-10,431.12,438.12,428.69,429.98,5467607
2023-08-09,439.74,440.62,427.59,428.9,3846639
2023-08-08,440.36,443.57,435.1,438.3,3767195
2023-08-07,436.455,441.11,428.9057,440.76,4781303
2023-08-04,433.06,436.5,426.27,431.6,5441811
2023-08-03,427.8,441.93,427.19,431.0,6259309
2023-08-02,435.23,435.56,426.56,429.7,4921781
2023-08-01,437.37,445.2499,431.4,438.62,5725544
2023-07-31,426.51,439.13,426.3,438.97,6587619
2023-07-28,415.56,427.47,413.76,425.78,6428073
2023-07-27,426.9,427.52,411.88,413.17,6594466
2023-07-26,424.2,425.26,415.59,422.67,6009242
2023-07-25,427.18,430.8799,426.13,427.7,4859843
2023-07-24,425.0,428.64,419.19,428.37,8282434
2023-07-21,437.37,438.24,423.19,427.5,17340028
2023-07-20,447.0,448.5,432.0,437.42,23989711
2023-07-19,476.86,485.0,470.0,477.59,20996481
2023-07-18,451.0,478.15,448.78,474.8,13196877
2023-07-17,445.57,456.68,445.1053,450.05,6901141
2023-07-14,452.785,456.48,439.7,441.91,7195860
2023-07-13,447.0,451.67,441.177,450.38,6157475
2023-07-12,444.55,445.4085,437.7494,444.05,5731657
2023-07-11,438.65,440.8,431.0415,440.21,4574559
2023-07-10,438.52,444.41,436.82,441.71,4251737
2023-07-07,438.6,442.325,435.8354,438.1,4165144
2023-07-06,440.0,442.7999,430.72,438.84,4944892
2023-07-05,444.91,450.97,439.6244,445.9,6875414
2023-07-03,439.76,441.545,431.62,441.44,3733207
2023-06-30,431.1,444.12,431.1,440.49,7346394
2023-06-29,434.33,437.85,426.15,428.24,4932310
2023-06-28,423.1,437.2915,422.89,429.84,8811342
2023-06-27,417.39,420.8789,411.5,417.08,4818066
2023-06-26,422.435,430.9599,414.9,415.94,4640022
2023-06-23,418.59,425.82,417.73,424.02,8298600
2023-06-22,422.93,424.71,418.6801,422.48,4872246
2023-06-21,432.65,434.55,422.54,424.45,5146441
2023-06-20,430.18,440.0,430.0,434.7,4762313
2023-06-16,446.15,447.51,430.9,431.96,8753740
2023-06-15,444.1,448.65,439.5,445.27,7099915
2023-06-14,434.99,447.33,433.5,440.86,8413089
2023-06-13,430.01,437.27,428.4,435.73,7820535
2023-06-12,418.83,424.7,416.5669,423.97,5967712
2023-06-09,424.5,425.9,414.76,420.02,12372827
2023-06-08,399.77,409.54,396.34,409.37,5991087
2023-06-07,410.43,418.95,399.23,399.77,11932392
2023-06-06,405.0,405.12,396.93,399.29,4991532
2023-06-05,400.47,413.86,400.15,403.54,7247413
2023-06-02,402.89,406.58,395.9,400.47,5902381
2023-06-01,397.41,407.52,393.08,403.13,7160145
2023-05-31,391.89,396.26,388.91,395.23,6961382
2023-05-30,397.48,405.11,385.79,392.98,10864990
2023-05-26,361.1,383.76,356.0,378.88,9360436
2023-05-25,359.61,367.4499,357.42,359.0,6263105
2023-05-24,356.93,367.151,356.625,364.85,7973316
2023-05-23,360.24,364.17,354.31,355.99,6866078
2023-05-22,365.36,372.01,362.5,363.01,5406420
2023-05-19,369.86,369.99,363.81,365.36,7859703
2023-05-18,347.25,375.87,346.37,371.29,20925235
2023-05-17,331.76,341.38,329.615,339.96,3958807
2023-05-16,334.0,335.17,331.91,333.75,3334863
2023-05-15,340.62,341.9,335.54,335.89,3652970
2023-05-12,344.76,348.1664,337.3637,339.89,6082360
2023-05-11,334.98,345.47,331.84,344.76,8033531
2023-05-10,335.21,337.11,329.51,335.42,4289897
